"Month","Sex","Employment_status","Main_occupation","Count"
"1159",1995 Aug,"Females","Full time","Sales Workers",291.91097725
"1160",1995 Aug,"Females","Full time","Technicians and Trades Workers",111.11226537
"1161",1995 Aug,"Females","Part time","Clerical and Administrative Workers",329.3367301
"1162",1995 Aug,"Females","Part time","Community and Personal Service Workers",217.35150532
"1163",1995 Aug,"Females","Part time","Labourers",221.40629586
"1164",1995 Aug,"Females","Part time","Machinery Operators and Drivers",28.82562934
"1165",1995 Aug,"Females","Part time","Managers",98.84937371
"1166",1995 Aug,"Females","Part time","Professionals",206.26617735
"1167",1995 Aug,"Females","Part time","Sales Workers",337.10682407
"1168",1995 Aug,"Females","Part time","Technicians and Trades Workers",53.22163324
"1169",1995 Aug,"Males","Full time","Clerical and Administrative Workers",174.03304676
"1170",1995 Aug,"Males","Full time","Community and Personal Service Workers",149.58628689
"1171",1995 Aug,"Males","Full time","Labourers",520.67487387
"1172",1995 Aug,"Males","Full time","Machinery Operators and Drivers",482.88600844
"1173",1995 Aug,"Males","Full time","Managers",637.27179705
"1174",1995 Aug,"Males","Full time","Professionals",685.65497668
"1175",1995 Aug,"Males","Full time","Sales Workers",391.14152941
"1176",1995 Aug,"Males","Full time","Technicians and Trades Workers",1093.3018982
"1177",1995 Aug,"Males","Part time","Clerical and Administrative Workers",16.48795258
"1178",1995 Aug,"Males","Part time","Community and Personal Service Workers",51.79115775
"1179",1995 Aug,"Males","Part time","Labourers",145.50448626
"1180",1995 Aug,"Males","Part time","Machinery Operators and Drivers",47.50332866
"1181",1995 Aug,"Males","Part time","Managers",39.25961834
"1182",1995 Aug,"Males","Part time","Professionals",63.0289756
"1183",1995 Aug,"Males","Part time","Sales Workers",90.59349126
"1184",1995 Aug,"Males","Part time","Technicians and Trades Workers",58.51455217
"1185",1995 Nov,"Females","Full time","Clerical and Administrative Workers",560.11605338
"1186",1995 Nov,"Females","Full time","Community and Personal Service Workers",174.22286501
"1187",1995 Nov,"Females","Full time","Labourers",181.11832824
"1188",1995 Nov,"Females","Full time","Machinery Operators and Drivers",54.23197485
"1189",1995 Nov,"Females","Full time","Managers",208.89857387
"1190",1995 Nov,"Females","Full time","Professionals",471.83930347
"1191",1995 Nov,"Females","Full time","Sales Workers",305.18040257
"1192",1995 Nov,"Females","Full time","Technicians and Trades Workers",106.81719987
"1193",1995 Nov,"Females","Part time","Clerical and Administrative Workers",334.58868147
"1194",1995 Nov,"Females","Part time","Community and Personal Service Workers",228.5069138
"1195",1995 Nov,"Females","Part time","Labourers",231.37256674
"1196",1995 Nov,"Females","Part time","Machinery Operators and Drivers",25.96353452
"1197",1995 Nov,"Females","Part time","Managers",98.79416505
"1198",1995 Nov,"Females","Part time","Professionals",214.52758504
"1199",1995 Nov,"Females","Part time","Sales Workers",351.93786249
"1200",1995 Nov,"Females","Part time","Technicians and Trades Workers",52.19400187
"1201",1995 Nov,"Males","Full time","Clerical and Administrative Workers",174.92639573
"1202",1995 Nov,"Males","Full time","Community and Personal Service Workers",148.01390589
"1203",1995 Nov,"Males","Full time","Labourers",538.01297697
"1204",1995 Nov,"Males","Full time","Machinery Operators and Drivers",483.12742182
"1205",1995 Nov,"Males","Full time","Managers",651.36007938
"1206",1995 Nov,"Males","Full time","Professionals",703.70554852
"1207",1995 Nov,"Males","Full time","Sales Workers",391.30595796
"1208",1995 Nov,"Males","Full time","Technicians and Trades Workers",1091.77263769
"1209",1995 Nov,"Males","Part time","Clerical and Administrative Workers",16.6410552
"1210",1995 Nov,"Males","Part time","Community and Personal Service Workers",44.09642464
"1211",1995 Nov,"Males","Part time","Labourers",159.14614029
"1212",1995 Nov,"Males","Part time","Machinery Operators and Drivers",49.48353747
"1213",1995 Nov,"Males","Part time","Managers",37.95545066
"1214",1995 Nov,"Males","Part time","Professionals",61.79061365
"1215",1995 Nov,"Males","Part time","Sales Workers",90.4023187
"1216",1995 Nov,"Males","Part time","Technicians and Trades Workers",58.21163321
"1217",1996 Feb,"Females","Full time","Clerical and Administrative Workers",568.86602813
"1218",1996 Feb,"Females","Full time","Community and Personal Service Workers",164.16286699
"1219",1996 Feb,"Females","Full time","Labourers",159.70926378
"1220",1996 Feb,"Females","Full time","Machinery Operators and Drivers",50.59652369
"1221",1996 Feb,"Females","Full time","Managers",211.98882912
"1222",1996 Feb,"Females","Full time","Professionals",464.52815108
"1223",1996 Feb,"Females","Full time","Sales Workers",318.00510148
"1224",1996 Feb,"Females","Full time","Technicians and Trades Workers",114.26152594
"1225",1996 Feb,"Females","Part time","Clerical and Administrative Workers",339.20586616
"1226",1996 Feb,"Females","Part time","Community and Personal Service Workers",204.183573
"1227",1996 Feb,"Females","Part time","Labourers",218.57111167
"1228",1996 Feb,"Females","Part time","Machinery Operators and Drivers",25.3131748
"1229",1996 Feb,"Females","Part time","Managers",100.14366891
"1230",1996 Feb,"Females","Part time","Professionals",203.17136931
"1231",1996 Feb,"Females","Part time","Sales Workers",351.71909283
"1232",1996 Feb,"Females","Part time","Technicians and Trades Workers",48.7103707
"1233",1996 Feb,"Males","Full time","Clerical and Administrative Workers",184.38817495
"1234",1996 Feb,"Males","Full time","Community and Personal Service Workers",144.58073311
"1235",1996 Feb,"Males","Full time","Labourers",534.04177178
"1236",1996 Feb,"Males","Full time","Machinery Operators and Drivers",464.78166904
"1237",1996 Feb,"Males","Full time","Managers",662.89316129
"1238",1996 Feb,"Males","Full time","Professionals",702.59157127
"1239",1996 Feb,"Males","Full time","Sales Workers",401.41285549
"1240",1996 Feb,"Males","Full time","Technicians and Trades Workers",1112.79533611
"1241",1996 Feb,"Males","Part time","Clerical and Administrative Workers",15.38457956
"1242",1996 Feb,"Males","Part time","Community and Personal Service Workers",45.10332034
"1243",1996 Feb,"Males","Part time","Labourers",151.54956498
"1244",1996 Feb,"Males","Part time","Machinery Operators and Drivers",49.67625232
"1245",1996 Feb,"Males","Part time","Managers",40.01688284
"1246",1996 Feb,"Males","Part time","Professionals",55.2308003
"1247",1996 Feb,"Males","Part time","Sales Workers",81.96033605
"1248",1996 Feb,"Males","Part time","Technicians and Trades Workers",57.05995097
"1249",1996 May,"Females","Full time","Clerical and Administrative Workers",574.24226437
"1250",1996 May,"Females","Full time","Community and Personal Service Workers",168.29943348
"1251",1996 May,"Females","Full time","Labourers",164.63897893
"1252",1996 May,"Females","Full time","Machinery Operators and Drivers",50.6693032
"1253",1996 May,"Females","Full time","Managers",202.56062605
"1254",1996 May,"Females","Full time","Professionals",457.08209898
"1255",1996 May,"Females","Full time","Sales Workers",315.89141268
"1256",1996 May,"Females","Full time","Technicians and Trades Workers",111.36446142
"1257",1996 May,"Females","Part time","Clerical and Administrative Workers",341.6368818
"1258",1996 May,"Females","Part time","Community and Personal Service Workers",215.65311803
"1259",1996 May,"Females","Part time","Labourers",225.23113767
"1260",1996 May,"Females","Part time","Machinery Operators and Drivers",25.7269121
"1261",1996 May,"Females","Part time","Managers",100.8061382
"1262",1996 May,"Females","Part time","Professionals",218.88394993
"1263",1996 May,"Females","Part time","Sales Workers",360.29663264
"1264",1996 May,"Females","Part time","Technicians and Trades Workers",48.3511163
"1265",1996 May,"Males","Full time","Clerical and Administrative Workers",169.44562517
"1266",1996 May,"Males","Full time","Community and Personal Service Workers",144.86569803
"1267",1996 May,"Males","Full time","Labourers",532.69405537
"1268",1996 May,"Males","Full time","Machinery Operators and Drivers",464.30580235
"1269",1996 May,"Males","Full time","Managers",655.41523644
"1270",1996 May,"Males","Full time","Professionals",695.5290947
"1271",1996 May,"Males","Full time","Sales Workers",411.29137806
"1272",1996 May,"Males","Full time","Technicians and Trades Workers",1112.25565092
"1273",1996 May,"Males","Part time","Clerical and Administrative Workers",19.24064547
"1274",1996 May,"Males","Part time","Community and Personal Service Workers",52.29367336
"1275",1996 May,"Males","Part time","Labourers",155.02395276
"1276",1996 May,"Males","Part time","Machinery Operators and Drivers",46.81578766
"1277",1996 May,"Males","Part time","Managers",38.70820548
"1278",1996 May,"Males","Part time","Professionals",71.33080016
"1279",1996 May,"Males","Part time","Sales Workers",91.98255233
"1280",1996 May,"Males","Part time","Technicians and Trades Workers",54.59280672
"1281",1996 Aug,"Females","Full time","Clerical and Administrative Workers",584.96049224
"1282",1996 Aug,"Females","Full time","Community and Personal Service Workers",176.61695728
"1283",1996 Aug,"Females","Full time","Labourers",150.53605927
"1284",1996 Aug,"Females","Full time","Machinery Operators and Drivers",50.9083929
"1285",1996 Aug,"Females","Full time","Managers",214.50446797
"1286",1996 Aug,"Females","Full time","Professionals",472.56114337
"1287",1996 Aug,"Females","Full time","Sales Workers",297.38462048
"1288",1996 Aug,"Females","Full time","Technicians and Trades Workers",110.62272464
"1289",1996 Aug,"Females","Part time","Clerical and Administrative Workers",346.41931626
"1290",1996 Aug,"Females","Part time","Community and Personal Service Workers",224.04721949
"1291",1996 Aug,"Females","Part time","Labourers",212.13536756
"1292",1996 Aug,"Females","Part time","Machinery Operators and Drivers",24.16128203
"1293",1996 Aug,"Females","Part time","Managers",64.32268248
"1294",1996 Aug,"Females","Part time","Professionals",217.44055296
"1295",1996 Aug,"Females","Part time","Sales Workers",375.30651922
"1296",1996 Aug,"Females","Part time","Technicians and Trades Workers",49.78322273
"1297",1996 Aug,"Males","Full time","Clerical and Administrative Workers",154.94605897
"1298",1996 Aug,"Males","Full time","Community and Personal Service Workers",160.17499617
"1299",1996 Aug,"Males","Full time","Labourers",495.61411141
"1300",1996 Aug,"Males","Full time","Machinery Operators and Drivers",503.84416116
"1301",1996 Aug,"Males","Full time","Managers",672.8920986
"1302",1996 Aug,"Males","Full time","Professionals",678.41108571
"1303",1996 Aug,"Males","Full time","Sales Workers",385.26743514
"1304",1996 Aug,"Males","Full time","Technicians and Trades Workers",1099.11893602
"1305",1996 Aug,"Males","Part time","Clerical and Administrative Workers",13.76662621
"1306",1996 Aug,"Males","Part time","Community and Personal Service Workers",50.36837114
"1307",1996 Aug,"Males","Part time","Labourers",177.00678342
"1308",1996 Aug,"Males","Part time","Machinery Operators and Drivers",52.14749645
"1309",1996 Aug,"Males","Part time","Managers",24.42915913
"1310",1996 Aug,"Males","Part time","Professionals",61.37285817
"1311",1996 Aug,"Males","Part time","Sales Workers",105.31917062
"1312",1996 Aug,"Males","Part time","Technicians and Trades Workers",59.47448755
"1313",1996 Nov,"Females","Full time","Clerical and Administrative Workers",575.09025863
"1314",1996 Nov,"Females","Full time","Community and Personal Service Workers",179.30664045
"1315",1996 Nov,"Females","Full time","Labourers",163.06104159
"1316",1996 Nov,"Females","Full time","Machinery Operators and Drivers",50.1385827
"1317",1996 Nov,"Females","Full time","Managers",211.7944628
"1318",1996 Nov,"Females","Full time","Professionals",485.61240274
"1319",1996 Nov,"Females","Full time","Sales Workers",290.05969808
"1320",1996 Nov,"Females","Full time","Technicians and Trades Workers",107.39475581
"1321",1996 Nov,"Females","Part time","Clerical and Administrative Workers",350.03210458
"1322",1996 Nov,"Females","Part time","Community and Personal Service Workers",244.77557075
"1323",1996 Nov,"Females","Part time","Labourers",214.53186327
"1324",1996 Nov,"Females","Part time","Machinery Operators and Drivers",25.64279325
"1325",1996 Nov,"Females","Part time","Managers",68.90842768
"1326",1996 Nov,"Females","Part time","Professionals",221.0914286
"1327",1996 Nov,"Females","Part time","Sales Workers",359.72471026
"1328",1996 Nov,"Females","Part time","Technicians and Trades Workers",52.57702813
"1329",1996 Nov,"Males","Full time","Clerical and Administrative Workers",164.70777607
"1330",1996 Nov,"Males","Full time","Community and Personal Service Workers",160.58993257
"1331",1996 Nov,"Males","Full time","Labourers",501.94278964
"1332",1996 Nov,"Males","Full time","Machinery Operators and Drivers",512.88137769
"1333",1996 Nov,"Males","Full time","Managers",660.15603491
"1334",1996 Nov,"Males","Full time","Professionals",711.80913974
"1335",1996 Nov,"Males","Full time","Sales Workers",370.47374517
"1336",1996 Nov,"Males","Full time","Technicians and Trades Workers",1095.40275373
"1337",1996 Nov,"Males","Part time","Clerical and Administrative Workers",15.95019593
